0.0 1.0
5000.0 -0.325
10000.0 -2.132
15000.0 -1.939
20000.0 -0.44
25000.0 -0.111
30000.0 -1.873
35000.0 -4.36
40000.0 -5.656
45000.0 -5.025
50000.0 -3.23
55000.0 -1.709
60000.0 -1.567
65000.0 -3.044
70000.0 -5.581
75000.0 -8.235
80000.0 -10.138
85000.0 -10.799
90000.0 -10.188
95000.0 -8.65
100000.0 -6.735
105000.0 -5.015
110000.0 -3.945
115000.0 -3.791
120000.0 -4.609
125000.0 -6.281
130000.0 -8.563
135000.0 -11.15
140000.0 -13.731
145000.0 -16.033
150000.0 -17.849
155000.0 -19.049
160000.0 -19.582
165000.0 -19.467
170000.0 -18.781
175000.0 -17.639
180000.0 -16.181
185000.0 -14.553
190000.0 -12.9
195000.0 -11.351
200000.0 -10.016
205000.0 -8.982
210000.0 -8.31
215000.0 -8.034
220000.0 -8.17
225000.0 -8.709
230000.0 -9.629
235000.0 -10.891
240000.0 -12.449
245000.0 -14.25
250000.0 -16.237
255000.0 -18.352
260000.0 -20.539
265000.0 -22.744
270000.0 -24.918
275000.0 -27.017
280000.0 -29.003
285000.0 -30.844
290000.0 -32.513
295000.0 -33.992
300000.0 -35.265
305000.0 -36.324
310000.0 -37.167
315000.0 -37.792
320000.0 -38.204
325000.0 -38.412
330000.0 -38.426
335000.0 -38.258
340000.0 -37.923
345000.0 -37.436
350000.0 -36.815
355000.0 -36.077
360000.0 -35.238
365000.0 -34.317
370000.0 -33.33
375000.0 -32.294
380000.0 -31.225
385000.0 -30.138
390000.0 -29.047
395000.0 -27.966
400000.0 -26.906
405000.0 -25.879
410000.0 -24.895
415000.0 -23.963
420000.0 -23.091
425000.0 -22.286
430000.0 -21.554
435000.0 -20.9
440000.0 -20.328
445000.0 -19.842
450000.0 -19.443
455000.0 -19.135
460000.0 -18.918
465000.0 -18.793
470000.0 -18.759
475000.0 -18.815
480000.0 -18.962
485000.0 -19.197
490000.0 -19.519
495000.0 -19.924
500000.0 -20.412
